"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Denmark (DK)","09.03.2024 01:00 - 09.03.2024 02:00 (CET/CEST)","646","n/e","n/e","274","714","70","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","87","1615","1257"
"Denmark (DK)","09.03.2024 02:00 - 09.03.2024 03:00 (CET/CEST)","653","n/e","n/e","281","722","69","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","87","1658","1308"
"Denmark (DK)","09.03.2024 03:00 - 09.03.2024 04:00 (CET/CEST)","647","n/e","n/e","279","702","71","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","87","1852","1376"
"Denmark (DK)","09.03.2024 04:00 - 09.03.2024 05:00 (CET/CEST)","644","n/e","n/e","265","619","72","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","80","2001","1474"
"Denmark (DK)","09.03.2024 05:00 - 09.03.2024 06:00 (CET/CEST)","677","n/e","n/e","269","630","73","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","81","2100","1635"
"Denmark (DK)","09.03.2024 06:00 - 09.03.2024 07:00 (CET/CEST)","782","n/e","n/e","270","731","72","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","82","2127","1827"
"Denmark (DK)","09.03.2024 07:00 - 09.03.2024 08:00 (CET/CEST)","742","n/e","n/e","271","787","72","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","86","82","2182","2059"
"Denmark (DK)","09.03.2024 08:00 - 09.03.2024 09:00 (CET/CEST)","772","n/e","n/e","316","803","77","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","312","85","2245","2415"
"Denmark (DK)","09.03.2024 09:00 - 09.03.2024 10:00 (CET/CEST)","730","n/e","n/e","298","647","78","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","592","95","2220","2757"
"Denmark (DK)","09.03.2024 10:00 - 09.03.2024 11:00 (CET/CEST)","560","n/e","n/e","277","524","74","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","847","100","2270","3002"
"Denmark (DK)","09.03.2024 11:00 - 09.03.2024 12:00 (CET/CEST)","390","n/e","n/e","265","431","73","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1122","97","2194","3042"
"Denmark (DK)","09.03.2024 12:00 - 09.03.2024 13:00 (CET/CEST)","338","n/e","n/e","213","334","61","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1122","68","2226","2780"
"Denmark (DK)","09.03.2024 13:00 - 09.03.2024 14:00 (CET/CEST)","345","n/e","n/e","196","317","57","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1113","66","1500","2594"
"Denmark (DK)","09.03.2024 14:00 - 09.03.2024 15:00 (CET/CEST)","408","n/e","n/e","216","408","64","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1187","73","1818","2919"
"Denmark (DK)","09.03.2024 15:00 - 09.03.2024 16:00 (CET/CEST)","553","n/e","n/e","265","545","75","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","948","107","2296","3062"
"Denmark (DK)","09.03.2024 16:00 - 09.03.2024 17:00 (CET/CEST)","674","n/e","n/e","291","735","80","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","568","111","2354","2983"
"Denmark (DK)","09.03.2024 17:00 - 09.03.2024 18:00 (CET/CEST)","734","n/e","n/e","321","945","82","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","157","113","2367","2824"
"Denmark (DK)","09.03.2024 18:00 - 09.03.2024 19:00 (CET/CEST)","743","n/e","n/e","346","939","83","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4","113","2331","2757"
"Denmark (DK)","09.03.2024 19:00 - 09.03.2024 20:00 (CET/CEST)","738","n/e","n/e","343","939","88","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","114","2374","2629"
"Denmark (DK)","09.03.2024 20:00 - 09.03.2024 21:00 (CET/CEST)","709","n/e","n/e","343","929","91","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","112","2381","2602"
"Denmark (DK)","09.03.2024 21:00 - 09.03.2024 22:00 (CET/CEST)","739","n/e","n/e","311","870","90","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","111","2379","2687"
"Denmark (DK)","09.03.2024 22:00 - 09.03.2024 23:00 (CET/CEST)","730","n/e","n/e","289","857","89","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","110","2369","2654"
"Denmark (DK)","09.03.2024 23:00 - 10.03.2024 00:00 (CET/CEST)","712","n/e","n/e","290","782","88","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","111","2378","2788"
"Denmark (DK)","10.03.2024 00:00 - 10.03.2024 01:00 (CET/CEST)","737","n/e","n/e","281","645","85","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","85","2381","2842"
"Denmark (DK)","10.03.2024 01:00 - 10.03.2024 02:00 (CET/CEST)","709","n/e","n/e","286","561","78","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","85","2388","2886"
"Denmark (DK)","10.03.2024 02:00 - 10.03.2024 03:00 (CET/CEST)","701","n/e","n/e","287","512","79","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","83","2389","2906"
"Denmark (DK)","10.03.2024 03:00 - 10.03.2024 04:00 (CET/CEST)","676","n/e","n/e","290","487","79","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","99","2389","2856"
"Denmark (DK)","10.03.2024 04:00 - 10.03.2024 05:00 (CET/CEST)","581","n/e","n/e","290","478","79","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","100","2384","2866"
"Denmark (DK)","10.03.2024 05:00 - 10.03.2024 06:00 (CET/CEST)","516","n/e","n/e","291","480","79","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","101","2386","2950"
"Denmark (DK)","10.03.2024 06:00 - 10.03.2024 07:00 (CET/CEST)","497","n/e","n/e","292","481","79","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","101","2389","3001"
"Denmark (DK)","10.03.2024 07:00 - 10.03.2024 08:00 (CET/CEST)","569","n/e","n/e","290","473","78","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","18","100","2390","3047"
"Denmark (DK)","10.03.2024 08:00 - 10.03.2024 09:00 (CET/CEST)","624","n/e","n/e","288","470","77","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","89","100","2389","3115"
"Denmark (DK)","10.03.2024 09:00 - 10.03.2024 10:00 (CET/CEST)","586","n/e","n/e","284","467","77","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","176","97","2395","3179"
"Denmark (DK)","10.03.2024 10:00 - 10.03.2024 11:00 (CET/CEST)","472","n/e","n/e","268","462","76","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","255","96","2395","3106"
"Denmark (DK)","10.03.2024 11:00 - 10.03.2024 12:00 (CET/CEST)","463","n/e","n/e","256","492","75","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","315","96","2354","2941"
"Denmark (DK)","10.03.2024 12:00 - 10.03.2024 13:00 (CET/CEST)","500","n/e","n/e","223","511","74","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","393","77","2362","3098"
"Denmark (DK)","10.03.2024 13:00 - 10.03.2024 14:00 (CET/CEST)","511","n/e","n/e","200","464","68","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","500","74","2331","3110"
"Denmark (DK)","10.03.2024 14:00 - 10.03.2024 15:00 (CET/CEST)","517","n/e","n/e","197","464","68","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","572","75","2312","3186"
"Denmark (DK)","10.03.2024 15:00 - 10.03.2024 16:00 (CET/CEST)","662","n/e","n/e","230","563","80","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","443","117","2384","3392"
"Denmark (DK)","10.03.2024 16:00 - 10.03.2024 17:00 (CET/CEST)","737","n/e","n/e","266","767","91","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","200","121","2392","3297"
"Denmark (DK)","10.03.2024 17:00 - 10.03.2024 18:00 (CET/CEST)","756","n/e","n/e","364","926","92","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","48","120","2392","3311"
"Denmark (DK)","10.03.2024 18:00 - 10.03.2024 19:00 (CET/CEST)","787","n/e","n/e","432","965","93","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","113","2394","3367"
"Denmark (DK)","10.03.2024 19:00 - 10.03.2024 20:00 (CET/CEST)","769","n/e","n/e","443","954","93","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","114","2394","3521"
"Denmark (DK)","10.03.2024 20:00 - 10.03.2024 21:00 (CET/CEST)","737","n/e","n/e","428","950","93","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","113","2397","3620"
"Denmark (DK)","10.03.2024 21:00 - 10.03.2024 22:00 (CET/CEST)","728","n/e","n/e","392","942","92","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","98","2387","3646"
"Denmark (DK)","10.03.2024 22:00 - 10.03.2024 23:00 (CET/CEST)","766","n/e","n/e","378","898","91","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","111","2391","3553"
"Denmark (DK)","10.03.2024 23:00 - 11.03.2024 00:00 (CET/CEST)","792","n/e","n/e","382","792","91","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","110","2395","3426"
"Denmark (DK)","11.03.2024 00:00 - 11.03.2024 01:00 (CET/CEST)","747","n/e","n/e","319","686","88","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","108","2391","3310"
"Denmark (DK)","11.03.2024 01:00 - 11.03.2024 02:00 (CET/CEST)","654","n/e","n/e","297","708","87","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","109","2392","3286"
"Denmark (DK)","11.03.2024 02:00 - 11.03.2024 03:00 (CET/CEST)","574","n/e","n/e","288","752","88","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","110","2392","3310"
"Denmark (DK)","11.03.2024 03:00 - 11.03.2024 04:00 (CET/CEST)","532","n/e","n/e","296","697","87","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","109","2388","3281"
"Denmark (DK)","11.03.2024 04:00 - 11.03.2024 05:00 (CET/CEST)","682","n/e","n/e","305","711","88","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","110","2385","3238"
"Denmark (DK)","11.03.2024 05:00 - 11.03.2024 06:00 (CET/CEST)","693","n/e","n/e","321","884","89","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","111","2376","3257"
"Denmark (DK)","11.03.2024 06:00 - 11.03.2024 07:00 (CET/CEST)","698","n/e","n/e","384","929","89","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2","128","2385","3238"
"Denmark (DK)","11.03.2024 07:00 - 11.03.2024 08:00 (CET/CEST)","782","n/e","n/e","462","944","90","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","92","128","2389","3287"
"Denmark (DK)","11.03.2024 08:00 - 11.03.2024 09:00 (CET/CEST)","816","n/e","n/e","451","941","91","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","323","127","2384","3359"
"Denmark (DK)","11.03.2024 09:00 - 11.03.2024 10:00 (CET/CEST)","799","n/e","n/e","452","941","92","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","636","111","2354","3371"
"Denmark (DK)","11.03.2024 10:00 - 11.03.2024 11:00 (CET/CEST)","778","n/e","n/e","411","860","91","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","916","107","2272","3397"
"Denmark (DK)","11.03.2024 11:00 - 11.03.2024 12:00 (CET/CEST)","696","n/e","n/e","385","796","90","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","933","100","2143","3321"
"Denmark (DK)","11.03.2024 12:00 - 11.03.2024 13:00 (CET/CEST)","645","n/e","n/e","375","767","91","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","895","89","2086","3279"
"Denmark (DK)","11.03.2024 13:00 - 11.03.2024 14:00 (CET/CEST)","648","n/e","n/e","404","758","93","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","729","92","2045","3087"
"Denmark (DK)","11.03.2024 14:00 - 11.03.2024 15:00 (CET/CEST)","738","n/e","n/e","381","708","93","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","572","94","2111","3059"
"Denmark (DK)","11.03.2024 15:00 - 11.03.2024 16:00 (CET/CEST)","799","n/e","n/e","373","757","93","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","303","121","1988","2881"
"Denmark (DK)","11.03.2024 16:00 - 11.03.2024 17:00 (CET/CEST)","786","n/e","n/e","385","801","93","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","130","128","2034","2697"
"Denmark (DK)","11.03.2024 17:00 - 11.03.2024 18:00 (CET/CEST)","815","n/e","n/e","461","811","93","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","30","130","2107","2368"
"Denmark (DK)","11.03.2024 18:00 - 11.03.2024 19:00 (CET/CEST)","793","n/e","n/e","478","924","93","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","127","1991","2091"
"Denmark (DK)","11.03.2024 19:00 - 11.03.2024 20:00 (CET/CEST)","789","n/e","n/e","466","909","88","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","126","1771","1913"
"Denmark (DK)","11.03.2024 20:00 - 11.03.2024 21:00 (CET/CEST)","806","n/e","n/e","469","771","89","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","125","1689","1677"
"Denmark (DK)","11.03.2024 21:00 - 11.03.2024 22:00 (CET/CEST)","825","n/e","n/e","438","731","84","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","124","1528","1501"
"Denmark (DK)","11.03.2024 22:00 - 11.03.2024 23:00 (CET/CEST)","787","n/e","n/e","429","724","81","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","123","1382","1268"
"Denmark (DK)","11.03.2024 23:00 - 12.03.2024 00:00 (CET/CEST)","795","n/e","n/e","399","728","81","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","123","1185","1119"
"Denmark (DK)","12.03.2024 00:00 - 12.03.2024 01:00 (CET/CEST)","792","n/e","n/e","301","683","73","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","106","1076","967"
"Denmark (DK)","12.03.2024 01:00 - 12.03.2024 02:00 (CET/CEST)","788","n/e","n/e","274","672","69","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","106","900","795"
"Denmark (DK)","12.03.2024 02:00 - 12.03.2024 03:00 (CET/CEST)","770","n/e","n/e","268","635","67","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","104","745","646"
"Denmark (DK)","12.03.2024 03:00 - 12.03.2024 04:00 (CET/CEST)","768","n/e","n/e","280","634","68","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","105","607","556"
"Denmark (DK)","12.03.2024 04:00 - 12.03.2024 05:00 (CET/CEST)","815","n/e","n/e","291","653","70","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","106","488","547"
"Denmark (DK)","12.03.2024 05:00 - 12.03.2024 06:00 (CET/CEST)","787","n/e","n/e","309","727","69","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","108","487","519"
"Denmark (DK)","12.03.2024 06:00 - 12.03.2024 07:00 (CET/CEST)","803","n/e","n/e","439","804","70","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","108","498","504"
"Denmark (DK)","12.03.2024 07:00 - 12.03.2024 08:00 (CET/CEST)","799","n/e","n/e","509","845","72","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","24","108","419","490"
"Denmark (DK)","12.03.2024 08:00 - 12.03.2024 09:00 (CET/CEST)","814","n/e","n/e","514","848","77","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","100","123","380","429"
"Denmark (DK)","12.03.2024 09:00 - 12.03.2024 10:00 (CET/CEST)","769","n/e","n/e","504","826","75","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","186","120","331","357"
"Denmark (DK)","12.03.2024 10:00 - 12.03.2024 11:00 (CET/CEST)","772","n/e","n/e","447","823","74","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","280","120","332","346"
"Denmark (DK)","12.03.2024 11:00 - 12.03.2024 12:00 (CET/CEST)","805","n/e","n/e","358","802","76","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","357","104","361","338"
"Denmark (DK)","12.03.2024 12:00 - 12.03.2024 13:00 (CET/CEST)","774","n/e","n/e","353","664","73","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","416","90","287","293"
"Denmark (DK)","12.03.2024 13:00 - 12.03.2024 14:00 (CET/CEST)","818","n/e","n/e","327","640","63","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","408","87","266","235"
"Denmark (DK)","12.03.2024 14:00 - 12.03.2024 15:00 (CET/CEST)","811","n/e","n/e","338","742","51","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","332","81","219","175"
"Denmark (DK)","12.03.2024 15:00 - 12.03.2024 16:00 (CET/CEST)","808","n/e","n/e","413","795","53","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","216","87","192","116"
"Denmark (DK)","12.03.2024 16:00 - 12.03.2024 17:00 (CET/CEST)","839","n/e","n/e","467","846","55","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","106","103","177","73"
"Denmark (DK)","12.03.2024 17:00 - 12.03.2024 18:00 (CET/CEST)","835","n/e","n/e","541","879","58","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","29","106","165","62"
"Denmark (DK)","12.03.2024 18:00 - 12.03.2024 19:00 (CET/CEST)","837","n/e","n/e","552","912","60","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","106","196","70"
"Denmark (DK)","12.03.2024 19:00 - 12.03.2024 20:00 (CET/CEST)","819","n/e","n/e","558","919","61","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","100","265","105"
"Denmark (DK)","12.03.2024 20:00 - 12.03.2024 21:00 (CET/CEST)","828","n/e","n/e","517","867","58","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","97","250","174"
"Denmark (DK)","12.03.2024 21:00 - 12.03.2024 22:00 (CET/CEST)","807","n/e","n/e","473","692","54","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","89","194","232"
"Denmark (DK)","12.03.2024 22:00 - 12.03.2024 23:00 (CET/CEST)","736","n/e","n/e","308","619","53","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","102","142","168"
"Denmark (DK)","12.03.2024 23:00 - 13.03.2024 00:00 (CET/CEST)","795","n/e","n/e","269","615","49","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","104","160","170"
"Denmark (DK)","13.03.2024 00:00 - 13.03.2024 01:00 (CET/CEST)","779","n/e","n/e","252","647","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","120","194","220"
"Denmark (DK)","13.03.2024 01:00 - 13.03.2024 02:00 (CET/CEST)","777","n/e","n/e","250","597","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","120","262","244"
"Denmark (DK)","13.03.2024 02:00 - 13.03.2024 03:00 (CET/CEST)","664","n/e","n/e","243","598","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","119","255","253"
"Denmark (DK)","13.03.2024 03:00 - 13.03.2024 04:00 (CET/CEST)","683","n/e","n/e","281","662","47","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","121","409","263"
"Denmark (DK)","13.03.2024 04:00 - 13.03.2024 05:00 (CET/CEST)","673","n/e","n/e","252","612","45","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","103","500","296"
"Denmark (DK)","13.03.2024 05:00 - 13.03.2024 06:00 (CET/CEST)","751","n/e","n/e","264","607","45","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","104","578","349"
"Denmark (DK)","13.03.2024 06:00 - 13.03.2024 07:00 (CET/CEST)","832","n/e","n/e","439","730","50","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2","123","729","428"
"Denmark (DK)","13.03.2024 07:00 - 13.03.2024 08:00 (CET/CEST)","765","n/e","n/e","482","803","56","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","86","126","850","569"
"Denmark (DK)","13.03.2024 08:00 - 13.03.2024 09:00 (CET/CEST)","817","n/e","n/e","493","807","63","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","274","122","1006","647"
"Denmark (DK)","13.03.2024 09:00 - 13.03.2024 10:00 (CET/CEST)","799","n/e","n/e","460","825","69","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","586","109","1163","763"
"Denmark (DK)","13.03.2024 10:00 - 13.03.2024 11:00 (CET/CEST)","804","n/e","n/e","422","730","70","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1027","109","1130","980"
"Denmark (DK)","13.03.2024 11:00 - 13.03.2024 12:00 (CET/CEST)","832","n/e","n/e","355","693","66","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1322","107","1069","1348"
"Denmark (DK)","13.03.2024 12:00 - 13.03.2024 13:00 (CET/CEST)","823","n/e","n/e","343","723","65","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1324","91","1091","1639"
"Denmark (DK)","13.03.2024 13:00 - 13.03.2024 14:00 (CET/CEST)","735","n/e","n/e","351","717","66","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1097","90","1152","1781"
"Denmark (DK)","13.03.2024 14:00 - 13.03.2024 15:00 (CET/CEST)","740","n/e","n/e","351","715","67","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","769","91","1200","1737"
"Denmark (DK)","13.03.2024 15:00 - 13.03.2024 16:00 (CET/CEST)","751","n/e","n/e","362","697","68","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","465","109","1301","1664"
"Denmark (DK)","13.03.2024 16:00 - 13.03.2024 17:00 (CET/CEST)","734","n/e","n/e","388","708","69","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","216","107","1492","1680"
"Denmark (DK)","13.03.2024 17:00 - 13.03.2024 18:00 (CET/CEST)","801","n/e","n/e","418","737","71","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","54","108","1619","1724"
"Denmark (DK)","13.03.2024 18:00 - 13.03.2024 19:00 (CET/CEST)","799","n/e","n/e","429","729","72","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","108","1769","1875"
"Denmark (DK)","13.03.2024 19:00 - 13.03.2024 20:00 (CET/CEST)","777","n/e","n/e","393","725","68","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","106","1844","2054"
"Denmark (DK)","13.03.2024 20:00 - 13.03.2024 21:00 (CET/CEST)","718","n/e","n/e","300","695","64","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","102","1825","2229"
"Denmark (DK)","13.03.2024 21:00 - 13.03.2024 22:00 (CET/CEST)","709","n/e","n/e","281","648","62","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","86","1833","2446"
"Denmark (DK)","13.03.2024 22:00 - 13.03.2024 23:00 (CET/CEST)","635","n/e","n/e","273","624","63","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","83","1930","2522"
"Denmark (DK)","13.03.2024 23:00 - 14.03.2024 00:00 (CET/CEST)","636","n/e","n/e","269","605","55","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","82","2019","2589"
